RECORDTIME,RMSSD
20120711 23:00,0.339911653
20120712 0:00,0.159007609
20120712 1:00,0.210506526
20120712 2:00,0.202424578
20120712 3:00,0.229489705
20120712 4:00,0.219904137
20120712 5:00,0.172540173
20120712 6:00,0.085612256
20120712 7:00,0.034301287
20120712 8:00,0.008739779
20120712 9:00,0.007882248
20120712 10:00,0.02358801
20120712 11:00,0.03815431
20120712 12:00,0.008645804
20120712 13:00,0.006390376
20120712 14:00,0.012780753
20120712 15:00,0.009676605
20120712 16:00,0.05507001
20120712 17:00,0.071703784
20120712 18:00,0.052156748
20120712 19:00,0.054976036
20120712 20:00,0.065407384
20120712 21:00,0.014090544
20120712 22:00,0.004402195
20120712 23:00,0.028004885
20120713 0:00,0.005151067
20120713 1:00,0
20120713 2:00,0
20120713 3:00,0
20120713 4:00,0
20120713 5:00,0.002901511
20120713 6:00,0.034301287
20120713 7:00,0.022554271
20120713 8:00,0.006096701
20120713 9:00,0.071985716
20120713 10:00,0.068132695
20120713 11:00,0.155812419
20120713 12:00,0.227140303
20120713 13:00,0.323935713
20120713 14:00,0.202988436
20120713 15:00,0.161263036
20120713 16:00,0.315101958
20120713 17:00,0.416032322
20120713 18:00,0.58396766
20120713 19:00,0.933370888
20120713 20:00,0.976787861
20120713 21:00,0.984305974
20120713 22:00,0.992012011
20120713 23:00,0.980734873
20120714 0:00,0.962127605
20120714 1:00,0.941828758
20120714 2:00,0.856216494
20120714 3:00,0.910534705
20120714 4:00,0.774269319
20120714 5:00,0.720045088
20120714 6:00,0.640635261
20120714 7:00,0.565548335
20120714 8:00,0.633023194
20120714 9:00,0.606052051
20120714 10:00,0.582182104
20120714 11:00,0.385678028
20120714 12:00,0.645991904
20120714 13:00,0.559251932
20120714 14:00,0.499671067
20120714 15:00,0.520721729
20120714 16:00,0.460952906
20120714 17:00,0.385678026
20120714 18:00,0.385678021
20120714 19:00,0.680669103
20120714 20:00,0.659054584
20120714 21:00,0.476740897
20120714 22:00,0.352598432
20120714 23:00,0.315289911
20120715 0:00,0.360210493
20120715 1:00,0.740625859
20120715 2:00,0.950286616
20120715 3:00,0.955831222
20120715 4:00,0.969739675
20120715 5:00,0.971337259
20120715 6:00,0.917488931
20120715 7:00,0.889390063
20120715 8:00,0.911286517
20120715 9:00,0.885631035
20120715 10:00,0.839112847
20120715 11:00,0.838267051
20120715 12:00,0.566676049
20120715 13:00,0.336528515
20120715 14:00,0.184099234
20120715 15:00,0.135231646
20120715 16:00,0.068602573
20120715 17:00,0.025185601
20120715 18:00,0.042759139
20120715 19:00,0.063339909
20120715 20:00,0.06822667
20120715 21:00,0.089747203
20120715 22:00,0.15026783
20120715 23:00,0.188328163
20120716 0:00,0.290104305
20120716 1:00,0.32478149
20120716 2:00,0.378253912
20120716 3:00,0.541302493
20120716 4:00,0.615637613
20120716 5:00,0.618644859
20120716 6:00,0.64298467
20120716 7:00,0.604924338
20120716 8:00,0.364157499
20120716 9:00,0.490649368
20120716 10:00,0.644864195
20120716 11:00,0.767878938
20120716 12:00,0.650502755
20120716 13:00,0.69335587
20120716 14:00,0.753500598
20120716 15:00,0.792218756
20120716 16:00,0.765999422
20120716 17:00,0.748237935
20120716 18:00,0.743351174
20120716 19:00,0.750023482
20120716 20:00,0.791466948
20120716 21:00,0.835259816
20120716 22:00,0.841462244
20120716 23:00,0.818626061
20120717 0:00,0.799924803
20120717 1:00,0.785828382
20120717 2:00,0.892209363
20120717 3:00,0.899069622
20120717 4:00,0.840710432
20120717 5:00,0.784982588
20120717 6:00,0.70764025
20120717 7:00,0.366130998
20120717 8:00,0.344234554
20120717 9:00,0.166901602
20120717 10:00,0.20270651
20120717 11:00,0.092754438
20120717 12:00,0.098111081
20120717 13:00,0.221501734
20120717 14:00,0.592613455
20120717 15:00,0.585753203
20120717 16:00,0.633587052
20120717 17:00,0.772859686
20120717 18:00,0.687905261
20120717 19:00,0.605676138
20120717 20:00,0.62973404
20120717 21:00,0.720608953
20120717 22:00,0.723428235
20120717 23:00,0.731510176
20120718 0:00,0.780095852
20120718 1:00,0.794004298
20120718 2:00,0.575791736
20120718 3:00,0.356545431
20120718 4:00,0.232215009
20120718 5:00,0.412931102
20120718 6:00,0.406164828
20120718 7:00,0.330138136
20120718 8:00,0.290856117
20120718 9:00,0.275913913
20120718 10:00,0.276383793
20120718 11:00,0.297434451
20120718 12:00,0.305328438
20120718 13:00,0.295085039
20120718 14:00,0.257494592
20120718 15:00,0.151583496
20120718 16:00,0.148482282
20120718 17:00,0.091156843
20120718 18:00,0.137487075
20120718 19:00,0.19612818
20120718 20:00,0.20796917
20120718 21:00,0.17930645
20120718 22:00,0.177145002
20120718 23:00,0.176769095
20120719 0:00,0.188704064
20120719 1:00,0.173385954
20120719 2:00,0.346208053
20120719 3:00,0.581148373
20120719 4:00,0.617987016
20120719 5:00,0.543839846
20120719 6:00,0.429470902
20120719 7:00,0.346302033
20120719 8:00,0.291513948
20120719 9:00,0.32835259
20120719 10:00,0.279672957
20120719 11:00,0.343106843
20120719 12:00,0.297434448
20120719 13:00,0.391692503
20120719 14:00,0.276477767
20120719 15:00,0.382200912
20120719 16:00,0.245089739
20120719 17:00,0.417347989
20120719 18:00,0.240672865
20120719 19:00,0.078000186
20120719 20:00,0.071233905
20120719 21:00,0.143125643
20120719 22:00,0.078939947
20120719 23:00,0.074898972
20120720 0:00,0
20120720 1:00,0
20120720 2:00,0
20120720 3:00,0.007597381
20120720 4:00,0
20120720 5:00,0.014472324
20120720 6:00,0.030636218
20120720 7:00,0.025185602
20120720 8:00,0.003092402
20120720 9:00,0
20120720 10:00,0
20120720 11:00,0.035522978
20120720 12:00,0.044168783
20120720 13:00,0.031763933
20120720 14:00,0.02546753
20120720 15:00,0.043041065
20120720 16:00,0.073583309
20120720 17:00,0.07301945
20120720 18:00,0.082605019
20120720 19:00,0.079409828
20120720 20:00,0.074804999
20120720 21:00,0.042853115
20120720 22:00,0.049619395
20120720 23:00,0.059392912
20120721 0:00,0.046142281
20120721 1:00,0.049901325
20120721 2:00,0.135607552
20120721 3:00,0.181749831
20120721 4:00,0.148388306
20120721 5:00,0.236631889
20120721 6:00,0.146696737
20120721 7:00,0.02668922
20120721 8:00,0.009773516
20120721 9:00,0.048585658
20120721 10:00,0.082698994
20120721 11:00,0.003926441
20120721 12:00,0.024046142
20120721 13:00,0.014366601
20120721 14:00,0
20120721 15:00,0
20120721 16:00,0
20120721 17:00,0
20120721 18:00,0
20120721 19:00,0
20120721 20:00,0
20120721 21:00,0
20120721 22:00,0
20120721 23:00,0
20120722 0:00,0
20120722 1:00,0
20120722 2:00,0
20120722 3:00,0
20120722 4:00,0
20120722 5:00,0.017103655
20120722 6:00,0.010525327
20120722 7:00,0
20120722 8:00,0
20120722 9:00,0
20120722 10:00,0
20120722 11:00,0
20120722 12:00,0
20120722 13:00,0
20120722 14:00,0
20120722 15:00,0
20120722 16:00,0
20120722 17:00,0
20120722 18:00,0
20120722 19:00,0
20120722 20:00,0
20120722 21:00,0
20120722 22:00,0
20120722 23:00,0.0271591
20120723 0:00,0.069260406
20120723 1:00,0.0397519
20120723 2:00,0.013814489
20120723 3:00,0.00657833
20120723 4:00,0.017103655
20120723 5:00,0.042101307
20120723 6:00,0.04078564
20120723 7:00,0.02377596
20120723 8:00,0.035804905
20120723 9:00,0.037308522
20120723 10:00,0.030636219
20120723 11:00,0.079973685
20120723 12:00,0.098205056
20120723 13:00,0.117564136
20120723 14:00,0.009015835
20120723 15:00,0.033734494
20120723 16:00,0.095291795
20120723 17:00,0.189361899
20120723 18:00,0.156940133
20120723 19:00,0.211540269
20120723 20:00,0.225730664
20120723 21:00,0.238417435
20120723 22:00,0.258716283
20120723 23:00,0.269429556
20120724 0:00,0.191335397
20120724 1:00,0.134009958
20120724 2:00,0.151301565
20120724 3:00,0.242176482
20120724 4:00,0.247345168
20120724 5:00,0.271403058
20120724 6:00,0.145569018
20120724 7:00,0.112583401
20120724 8:00,0.180246212
20120724 9:00,0.243774077
20120724 10:00,0.318767029
20120724 11:00,0.290856121
20120724 12:00,0.428343195
20120724 13:00,0.44441311
20120724 14:00,0.388215393
20120724 15:00,0.490367433
20120724 16:00,0.677567886
20120724 17:00,0.714500493
20120724 18:00,0.653885896
20120724 19:00,0.644112383
20120724 20:00,0.616765328
20120724 21:00,0.707264335
20120724 22:00,0.729254752
20120724 23:00,0.655107586
20120725 0:00,0.545907329
20120725 1:00,0.606897829
20120725 2:00,0.593177317
20120725 3:00,0.657644939
20120725 4:00,0.552673601
20120725 5:00,0.446574564
20120725 6:00,0.349967095
20120725 7:00,0.567427865
20120725 8:00,0.552955527
20120725 9:00,0.693449848
20120725 10:00,0.966168584
20120725 11:00,0.955173378
20120725 12:00,0.951978175
20120725 13:00,0.953199862
20120725 14:00,0.807818799
20120725 15:00,0.513673516
20120725 16:00,0.345362274
20120725 17:00,0.342167081
20120725 18:00,0.248378905
20120725 19:00,0.209942668
20120725 20:00,0.194812514
20120725 21:00,0.177708861
20120725 22:00,0.108260499
20120725 23:00,0.042195282
20120726 0:00,0.052532653
20120726 1:00,0.158067846
20120726 2:00,0.242082504
20120726 3:00,0.205807721
20120726 4:00,0.201108913
20120726 5:00,0.226294519
20120726 6:00,0.234658392
20120726 7:00,0.237101773
20120726 8:00,0.213607738
20120726 9:00,0.147918422
20120726 10:00,0.262663279
20120726 11:00,0.380227413
20120726 12:00,0.468377015
20120726 13:00,0.660652173
20120726 14:00,0.761300609
20120726 15:00,0.724180041
20120726 16:00,0.443943229
20120726 17:00,0.441781772
20120726 18:00,0.724367983
20120726 19:00,0.870406899
20120726 20:00,0.826801974
20120726 21:00,0.713090862
20120726 22:00,0.649093111
20120726 23:00,0.636218378
20120727 0:00,0.58565923
20120727 1:00,0.677379925
20120727 2:00,0.560661585
20120727 3:00,0.287472979
20120727 4:00,0.215957142
20120727 5:00,0.287754902
20120727 6:00,0.246311436
20120727 7:00,0.155436516
20120727 8:00,0.093600226
20120727 9:00,0.208627002
20120727 10:00,0.303166991
20120727 11:00,0.309275439
20120727 12:00,0.250634333
20120727 13:00,0.287566951
20120727 14:00,0.251198195
20120727 15:00,0.286157314
20120727 16:00,0.235598154
20120727 17:00,0.229113802
20120727 18:00,0.357015316
20120727 19:00,0.557936282
20120727 20:00,0.673151009
20120727 21:00,0.527769936
20120727 22:00,0.449957709
20120727 23:00,0.542242255
20120728 0:00,0.695141415
20120728 1:00,0.433699825
20120728 2:00,0.43868056
20120728 3:00,0.494690338
20120728 4:00,0.441875753
20120728 5:00,0.475143305
20120728 6:00,0.392256362
20120728 7:00,0.492152987
20120728 8:00,0.429658858
20120728 9:00,0.327600784
20120728 10:00,0.401841926
20120728 11:00,0.292923591
20120728 12:00,0.319330888
20120728 13:00,0.091808802
20120728 14:00,0.275350059
20120728 15:00,0.300535659
20120728 16:00,0.208063147
20120728 17:00,0.239827082
20120728 18:00,0.456817962
20120728 19:00,0.323559811
20120728 20:00,0.166713649
20120728 21:00,0.23136923
20120728 22:00,0.219152331
20120728 23:00,0.232402965
20120729 0:00,0.305798318
20120729 1:00,0.325627284
20120729 2:00,0.237571651
20120729 3:00,0.168123292
20120729 4:00,0.241706604
20120729 5:00,0.208345077
20120729 6:00,0.119255708
20120729 7:00,0.270275347
20120729 8:00,0.170754627
20120729 9:00,0.088243584
20120729 10:00,0.054318203
20120729 11:00,0.059674842
20120729 12:00,0.074804996
20120729 13:00,0.076496566
20120729 14:00,0
20120729 15:00,0.018037541
20120729 16:00,0.064373647
20120729 17:00,0.074617043
20120729 18:00,0.025746522
20120729 19:00,0.00976177
20120729 20:00,0.044732637
20120729 21:00,0.053848323
20120729 22:00,0.016906893
20120729 23:00,0.017479558
20120730 0:00,0.101682169
20120730 1:00,0.088807442
20120730 2:00,0.060332674
20120730 3:00,0.065216498
20120730 4:00,0.06240015
20120730 5:00,0.069072455
20120730 6:00,0.054788082
20120730 7:00,0.051498919
20120730 8:00,0.035241048
20120730 9:00,0.045202515
20120730 10:00,0.008833755
20120730 11:00,0.022648247
20120730 12:00,0.02791091
20120730 13:00,0.018698314
20120730 14:00,0.026404355
20120730 15:00,0.045860351
20120730 16:00,0.024245841
20120730 17:00,0.004023354
20120730 18:00,0
20120730 19:00,0.024433793
20120730 20:00,0.017761485
20120730 21:00,0.00544768
20120730 22:00,0.023869935
20120730 23:00,0.001767925
20120731 0:00,0
20120731 1:00,0
20120731 2:00,0
20120731 3:00,0
20120731 4:00,0
20120731 5:00,0
20120731 6:00,0
20120731 7:00,0.012020135
20120731 8:00,0.014281433
20120731 9:00,0.003283291
20120731 10:00,0.007045275
20120731 11:00,0.003565219
20120731 12:00,0
20120731 13:00,0
20120731 14:00,0
20120731 15:00,0
20120731 16:00,0
20120731 17:00,0
20120731 18:00,0
20120731 19:00,0
20120731 20:00,0
20120731 21:00,0
20120731 22:00,0
20120731 23:00,0
20120801 0:00,0
20120801 1:00,0
20120801 2:00,0
20120801 3:00,0
20120801 4:00,0.000925079
20120801 5:00,0.018607273
20120801 6:00,0.007036463
20120801 7:00,0.002713562
20120801 8:00,0.026689221
20120801 9:00,0.010807254
20120801 10:00,0.020016917
20120801 11:00,0.04952542
20120801 12:00,0.043698899
20120801 13:00,0.085048396
20120801 14:00,0.220280041
20120801 15:00,0.212574002
20120801 16:00,0.209002908
20120801 17:00,0.224227042
20120801 18:00,0.328728497
20120801 19:00,0.501550599
20120801 20:00,0.611126757
20120801 21:00,0.574194144
20120801 22:00,0.61949063
20120801 23:00,0.698900463
20120802 0:00,0.588760439
20120802 1:00,0.47420354
20120802 2:00,0.427967289
20120802 3:00,0.341039367
20120802 4:00,0.174607645
20120802 5:00,0.125364154
20120802 6:00,0.107132785
20120802 7:00,0.305046512
20120802 8:00,0.351752649
20120802 9:00,0.324029688
20120802 10:00,0.156846157
20120802 11:00,0.217836664
20120802 12:00,0.159289537
20120802 13:00,0.165961844
20120802 14:00,0.140870215
20120802 15:00,0.112865331
20120802 16:00,0.05779532
20120802 17:00,0.054788083
20120802 18:00,0.022169557
20120802 19:00,0.000646087
20120802 20:00,0.009679542
20120802 21:00,0.011559063
20120802 22:00,0.021426556
20120802 23:00,0.027441029
20120803 0:00,0.037496475
20120803 1:00,0.035616953
20120803 2:00,0.094258055
20120803 3:00,0.222159568
20120803 4:00,0.426839564
20120803 5:00,0.449205891
20120803 6:00,0.505027712
20120803 7:00,0.423926311
20120803 8:00,0.412179295
20120803 9:00,0.388779243
20120803 10:00,0.44112394
20120803 11:00,0.582839939
20120803 12:00,0.614603876
20120803 13:00,0.391786478
20120803 14:00,0.565548343
20120803 15:00,0.831970674
20120803 16:00,0.743069238
20120803 17:00,0.537543449
20120803 18:00,0.388685262
20120803 19:00,0.326191141
20120803 20:00,0.220280045
20120803 21:00,0.122074989
20120803 22:00,0.065877265
20120803 23:00,0.034489237
20120804 0:00,0.066817026
20120804 1:00,0.043886851
20120804 2:00,0.159195564
20120804 3:00,0.138332859
20120804 4:00,0.169626909
20120804 5:00,0.410675683
20120804 6:00,0.570153168
20120804 7:00,0.230053562
20120804 8:00,0.201954701
20120804 9:00,0.378535838
20120804 10:00,0.627666552
20120804 11:00,0.779062102
20120804 12:00,0.804247699
20120804 13:00,0.839958631
20120804 14:00,0.677379934
20120804 15:00,0.660276275
20120804 16:00,0.612536403
20120804 17:00,0.739122242
20120804 18:00,0.5515459
20120804 19:00,0.319706786
20120804 20:00,0.664035315
20120804 21:00,0.960717956
20120804 22:00,0.96353725
20120804 23:00,0.954985424
20120805 0:00,0.997556617
20120805 1:00,0.998872288
20120805 2:00,0.997274695
20120805 3:00,0.989098748
20120805 4:00,0.997556618
20120805 5:00,0.985527667
20120805 6:00,0.988816844
20120805 7:00,0.972371023
20120805 8:00,0.95921435
20120805 9:00,0.963725205
20120805 10:00,0.964852921
20120805 11:00,0.936096217
20120805 12:00,0.950192648
20120805 13:00,0.874635829
20120805 14:00,0.909688933
20120805 15:00,0.906869643
20120805 16:00,0.8452213
20120805 17:00,0.906963592
20120805 18:00,0.830373062
20120805 19:00,0.641669003
20120805 20:00,0.784324752
20120805 21:00,0.829245356
20120805 22:00,0.558112474
20120805 23:00,0
20120806 0:00,0.031667019
20120806 1:00,0.162014847
20120806 2:00,0.246499384
20120806 3:00,0.214829431
20120806 4:00,0.191711301
20120806 5:00,0.169908838
20120806 6:00,0.120289445
20120806 7:00,0.218776426
20120806 8:00,0.125458129
20120806 9:00,0.062306173
20120806 10:00,0.064561599
20120806 11:00,0.115966543
20120806 12:00,0.204492057
20120806 13:00,0.229207778
20120806 14:00,0.247063242
20120806 15:00,0.36302978
20120806 16:00,0.450333601
20120806 17:00,0.406916636
20120806 18:00,0.439902245
20120806 19:00,0.481439704
20120806 20:00,0.611032783
20120806 21:00,0.728221023
20120806 22:00,0.696175153
20120806 23:00,0.594492982
20120807 0:00,0.507846994
20120807 1:00,0.592425506
20120807 2:00,0.704069154
20120807 3:00,0.682360661
20120807 4:00,0.764025917
20120807 5:00,0.667418471
20120807 6:00,0.672587151
20120807 7:00,0.759139166
20120807 8:00,0.685179945
20120807 9:00,0.890893696
20120807 10:00,0.958556499
20120807 11:00,0.93741187
20120807 12:00,0.928672092
20120807 13:00,0.937881746
20120807 14:00,0.934686569
20120807 15:00,0.948501055
20120807 16:00,0.934028735
20120807 17:00,0.915515449
20120807 18:00,0.784700666
20120807 19:00,0.473545707
20120807 20:00,0.418945575
20120807 21:00,0.35071891
20120807 22:00,0.247627096
20120807 23:00,0.069333827
20120808 0:00,0
20120808 1:00,0
20120808 2:00,0.302403435
20120808 3:00,0.628700293
20120808 4:00,0.765435568
20120808 5:00,0.805657353
20120808 6:00,0.894088894
20120808 7:00,0.751996969
20120808 8:00,0.925382938
20120808 9:00,0.887792485
20120808 10:00,0.9102528
20120808 11:00,0.917958826
20120808 12:00,0.962221588
20120808 13:00,0.953669747
20120808 14:00,0.952542028
20120808 15:00,0.95601915
20120808 16:00,0.957616755
20120808 17:00,0.959308319
20120808 18:00,0.90329854
20120808 19:00,0.947843219
20120808 20:00,0.956864944
20120808 21:00,0.963443282
20120808 22:00,0.948031191
20120808 23:00,0.928390163
20120809 0:00,0.934780546
20120809 1:00,0.922563647
20120809 2:00,0.796353704
20120809 3:00,0.7353632
20120809 4:00,0.666478694
20120809 5:00,0.6475895
20120809 6:00,0.592801418
20120809 7:00,0.678413668
20120809 8:00,0
20120809 9:00,0
20120809 10:00,0
20120809 11:00,0
20120809 12:00,0
20120809 13:00,0
20120809 14:00,0
20120809 15:00,0
20120809 16:00,0
20120809 17:00,0
20120809 18:00,0
20120809 19:00,0
20120809 20:00,0
20120809 21:00,0
20120809 22:00,0
20120809 23:00,0
20120810 0:00,0.201669835
20120810 1:00,0.418569671
20120810 2:00,0.158255798
20120810 3:00,0.141058169
20120810 4:00,0.30119349
20120810 5:00,0.223005352
20120810 6:00,0.182219711
20120810 7:00,0.262287373
20120810 8:00,0.272248846
20120810 9:00,0.261723517
20120810 10:00,0.241236717
20120810 11:00,0.187482378
20120810 12:00,0.26679823
20120810 13:00,0.216990879
20120810 14:00,0.13786298
20120810 15:00,0.158443752
20120810 16:00,0.134385864
20120810 17:00,0.184381161
20120810 18:00,0.133446101
20120810 19:00,0.067756787
20120810 20:00,0.114368949
20120810 21:00,0.039469973
20120810 22:00,0.001861902
20120810 23:00,0
20120811 0:00,0
20120811 1:00,0.107696642
20120811 2:00,0.130062958
20120811 3:00,0.204680006
20120811 4:00,0.089277322
20120811 5:00,0.214077621
20120811 6:00,0.237947556
20120811 7:00,0.183817307
20120811 8:00,0.187670327
20120811 9:00,0.15675218
20120811 10:00,0.154214826
20120811 11:00,0.071609811
20120811 12:00,0.02621934
20120811 13:00,0.071985716
20120811 14:00,0.072549572
20120811 15:00,0.058171224
20120811 16:00,0.056103748
20120811 17:00,0.0228362
20120811 18:00,0.026031387
20120811 19:00,0.035522976
20120811 20:00,0.012216895
20120811 21:00,0.004228928
20120811 22:00,0.025655483
20120811 23:00,0.018607274
20120812 0:00,0.005538718
20120812 1:00,0
20120812 2:00,0
20120812 3:00,0.003271543
20120812 4:00,0.008921859
20120812 5:00,0.016815852
20120812 6:00,0.011462148
20120812 7:00,0.022554272
20120812 8:00,0.05074711
20120812 9:00,0.075744759
20120812 10:00,0.066535101
20120812 11:00,0.120947277
20120812 12:00,0.142091907
20120812 13:00,0.138990694
20120812 14:00,0.195282396
20120812 15:00,0.174325716
20120812 16:00,0.178648621
20120812 17:00,0.260971706
20120812 18:00,0.163706416
20120812 19:00,0.230899347
20120812 20:00,0.256648806
20120812 21:00,0.389249127
20120812 22:00,0.474015589
20120812 23:00,0.468752931
20120813 0:00,0.492152978
20120813 1:00,0.503899996
20120813 2:00,0.465933642
20120813 3:00,0.64345455
20120813 4:00,0.799454918
20120813 5:00,0.674748596
20120813 6:00,0.522225347
20120813 7:00,0.481815612
20120813 8:00,0.541772374
20120813 9:00,0.585001389
20120813 10:00,0.803307954
20120813 11:00,0.750963237
20120813 12:00,0.723898111
20120813 13:00,0.839676716
20120813 14:00,0.814115207
20120813 15:00,0.795507921
20120813 16:00,0.615731583
20120813 17:00,0.667418456
20120813 18:00,0.816370618
20120813 19:00,0.716192062
20120813 20:00,0.379287654
20120813 21:00,0.051029039
20120813 22:00,0.206841458
20120813 23:00,0.269335585
20120814 0:00,0.345362272
20120814 1:00,0.293111543
20120814 2:00,0.257212659
20120814 3:00,0.232402965
20120814 4:00,0.213513763
20120814 5:00,0.262193395
20120814 6:00,0.23785358
20120814 7:00,0.141528048
20120814 8:00,0.143219616
20120814 9:00,0.179306451
20120814 10:00,0.129405129
20120814 11:00,0.113523164
20120814 12:00,0.070482097
20120814 13:00,0.122826796
20120814 14:00,0.112207496
20120814 15:00,0.151865421
20120814 16:00,0.175641387
20120814 17:00,0.225166803
20120814 18:00,0.222629449
20120814 19:00,0.289164542
20120814 20:00,0.338502014
20120814 21:00,0.395169621
20120814 22:00,0.440842026
20120814 23:00,0.313598341
20120815 0:00,0.057231461
20120815 1:00,0.210600502
20120815 2:00,0.46320834
20120815 3:00,0.610374941
20120815 4:00,0.595526724
20120815 5:00,0.487830082
20120815 6:00,0.418099789
20120815 7:00,0.448078177
20120815 8:00,0.424302218
20120815 9:00,0.367352683
20120815 10:00,0.352598427
20120815 11:00,0.286533212
20120815 12:00,0.272530769
20120815 13:00,0.182219713
20120815 14:00,0.122544871
20120815 15:00,0.040033831
20120815 16:00,0.060708578
20120815 17:00,0.089653226
20120815 18:00,0.099426744
20120815 19:00,0.110515926
20120815 20:00,0.121793062
20120815 21:00,0.101212289
20120815 22:00,0.146320828
20120815 23:00,0.139648524
20120816 0:00,0.199605299
20120816 1:00,0.513203634
20120816 2:00,0.483413199
20120816 3:00,0.359740616
20120816 4:00,0.596748408
20120816 5:00,0.665538939
20120816 6:00,0.609999045
20120816 7:00,0.62099425
20120816 8:00,0.600883363
20120816 9:00,0.410675677
20120816 10:00,0.666478699
20120816 11:00,0.119238084
20120816 12:00,0.069348509
20120816 13:00,0.283619956
20120816 14:00,0.456817955
20120816 15:00,0.375246683
20120816 16:00,0.581524286
20120816 17:00,0.999436142
20120816 18:00,0.892209372
20120816 19:00,0.955831221
20120816 20:00,0.978009605
20120816 21:00,0.976130075
20120816 22:00,0.990978296
20120816 23:00,0.997838546
20120817 0:00,0.978573431
20120817 1:00,0.999530121
20120817 2:00,0.998966264
20120817 3:00,0.999436146
20120817 4:00,0.916267272
20120817 5:00,0.993515651
20120817 6:00,0.998778311
20120817 7:00,0.997838545
20120817 8:00,0.99849638
20120817 9:00,0.946057671
20120817 10:00,0.972464984
20120817 11:00,0.991730082
20120817 12:00,0.966356529
20120817 13:00,0.939855252
20120817 14:00,0.835353801
20120817 15:00,0.66290761
20120817 16:00,0.772107866
20120817 17:00,0.789775377
20120817 18:00,0.69843058
20120817 19:00,0.74588853
20120817 20:00,0.504275901
20120817 21:00,0.494972261
20120817 22:00,0.419697386
20120817 23:00,0.190583589
20120818 0:00,0.156000374
20120818 1:00,0.167841365
20120818 2:00,0.121323183
20120818 3:00,0.09632553
20120818 4:00,0.09294239
20120818 5:00,0.066253169
20120818 6:00,0.058171224
20120818 7:00,0.056855559
20120818 8:00,0.037496474
20120818 9:00,0.01747956
20120818 10:00,0.061460387
20120818 11:00,0.112959305
20120818 12:00,0.042007329
20120818 13:00,0.002995488
20120818 14:00,0.007321329
20120818 15:00,0
20120818 16:00,0
20120818 17:00,0
20120818 18:00,0
20120818 19:00,0.006763345
20120818 20:00,0.054412179
20120818 21:00,0.098017102
20120818 22:00,0.06503148
20120818 23:00,0.079691758
20120819 0:00,0
20120819 1:00,0.033543604
20120819 2:00,0.140024434
20120819 3:00,0.10093036
20120819 4:00,0.130626818
20120819 5:00,0.057137487
20120819 6:00,0.035241048
20120819 7:00,0.045766374
20120819 8:00,0.053096513
20120819 9:00,0.028944647
20120819 10:00,0.106850854
20120819 11:00,0.128841271
20120819 12:00,0.070012214
20120819 13:00,0.074523069
20120819 14:00,0.079691758
20120819 15:00,0.116436421
20120819 16:00,0.110703878
20120819 17:00,0.116624376
20120819 18:00,0.123108727
20120819 19:00,0.16267268
20120819 20:00,0.171976315
20120819 21:00,0.200075176
20120819 22:00,0.290104307
20120819 23:00,0.263133155
20120820 0:00,0.29273564
20120820 1:00,0.344986368
20120820 2:00,0.359364712
20120820 3:00,0.498731306
20120820 4:00,0.481721644
20120820 5:00,0.344234558
20120820 6:00,0.279672959
20120820 7:00,0.23183911
20120820 8:00,0.198853485
20120820 9:00,0.226294512
20120820 10:00,0.366037021
20120820 11:00,0.619866545
20120820 12:00,0.61732918
20120820 13:00,0.695611303
20120820 14:00,0.833098374
20120820 15:00,0.92350341
20120820 16:00,0.939855235
20120820 17:00,0.962691455
20120820 18:00,0.938069698
20120820 19:00,0.938915504
20120820 20:00,0.943144411
20120820 21:00,0.913260015
20120820 22:00,0.942204663
20120820 23:00,0.920308209
20120821 0:00,0.749271667
20120821 1:00,0.43482754
20120821 2:00,0.337468276
20120821 3:00,0.197537823
20120821 4:00,0.316041717
20120821 5:00,0.624095462
20120821 6:00,0.274880175
20120821 7:00,0.389625026
20120821 8:00,0.238229486
20120821 9:00,0.249600594
20120821 10:00,0.343576724
20120821 11:00,0.446950463
20120821 12:00,0.353538195
20120821 13:00,0.256460849
20120821 14:00,0.234376465
20120821 15:00,0.274880174
20120821 16:00,0.238605389
20120821 17:00,0.207217362
20120821 18:00,0.240202983
20120821 19:00,0.2354102
20120821 20:00,0.29123202
20120821 21:00,0.306926037
20120821 22:00,0.315101959
20120821 23:00,0.242082505
20120822 0:00,0.125364156
20120822 1:00,0.180058262
20120822 2:00,0.207123386
20120822 3:00,0.187952254
20120822 4:00,0.28831876
20120822 5:00,0.321304385
20120822 6:00,0.416596175
20120822 7:00,0.420449196
20120822 8:00,0.306456156
20120822 9:00,0.367916535
20120822 10:00,0.459355314
20120822 11:00,0.399586489
20120822 12:00,0.443473346
20120822 13:00,0.273752464
20120822 14:00,0.144347333
20120822 15:00,0.141058169
20120822 16:00,0.18325345
20120822 17:00,0.318767029
20120822 18:00,0.285969357
20120822 19:00,0.223569207
20120822 20:00,0.292547688
20120822 21:00,0.058359176
20120822 22:00,0.156282299
20120822 23:00,0.308523624
20120823 0:00,0.364063522
20120823 1:00,0.113147258
20120823 2:00,0.336904422
20120823 3:00,0.132412364
20120823 4:00,0.221313783
20120823 5:00,0.251856023
20120823 6:00,0.566018218
20120823 7:00,0.19227516
20120823 8:00,0.561601347
20120823 9:00,0.712339056
20120823 10:00,0.756413848
20120823 11:00,0.89202139
20120823 12:00,0.968987854
20120823 13:00,0.741659602
20120823 14:00,0.735927053
20120823 15:00,0.837891147
